
90,알레르기결막염,눈이 빨갛게 충혈돼서 부끄러워요
91,알레르기결막염,눈에서 점액성 분비물이 많이 나와서 자주 닦아야 해요
92,알레르기결막염,눈에 뭐가 들어간 것처럼 이물감이 심해요
93,알레르기결막염,눈물이 계속 나와서 일상생활이 불편해요
94,알레르기결막염,조명을 보면 눈이 부셔서 피하고 싶어요
95,알레르기결막염,눈이 너무 가려워서 집중이 안 돼요
96,알레르기결막염,눈이 충혈돼서 빨갛게 변했어요
97,알레르기결막염,눈에서 점액성 분비물이 자꾸 나와서 눈이 뿌옇게 보여요
98,알레르기결막염,눈에 이물감이 있어서 자꾸 손이 가요
99,알레르기결막염,눈물이 계속 나와서 앞이 흐려져요
100,알레르기결막염,눈이 너무 가려워서 긁고 싶은데 참아야 해요
